Gene_name	abundances_CH2879_noINF	abundances_JJ012_noINF
0	0	2592089.58702356
CLSTN2	0	0
ZNF394	11192414.5719996	0
NCBP2	9204006.22956283	0
ABITRAM	4585256.2824646	23636830.7125165
HSPB3	1813951.63080557	20239369.1383307
TIGAR	0	0
DCUN1D1	1986635.66686711	35880444.8058244
GOLIM4	0	17671599.202758
NARS2	2271683.9513641	24654075.8578749
TSLP	16559386.2201112	0
SMIM15	0	0
PODN	7436337.96068573	0
MEGF11	1646779.51848289	0
ZNHIT1	0	14819526.5714913
RCBTB2	0	0
CCDC150	0	3938956.58060226
KCNN2	818724.178496966	2457516.98202448
NOSTRIN	22553312.1108145	0
STX4	154540663.801026	0
0	5510652.10648309	0
SLC16A7	0	0
KANSL1L	247047.535443083	0
UFC1	0	0
UBL3	24006539.5245132	0
TMEM68	12936176.3808679	0
CNST	20245283.6208001	90631292.5283419
ZNF615	0	0
RBM3	2737077.60543557	95064078.3520239
CCSER1	2805963.20603998	0
KCNJ10	0	0
0	0	12958068.6225282
ACAA1	85852713.8613537	13775251.9592365
E2F1	61144776.5424212	0
AXIN2	2979235.85001729	0
CA5B	2359736.22974715	0
CXCL16	30515664.5572178	0
PAOX	0	50699270.3505167
DNAAF3	0	0
CLEC3B	0	0
SCGB1D2	1776390.30298755	1956066.34880554
FAM162A	0	0
DDAH1	0	48137170.71082
DBF4B	1020874.57123102	1049421.47318285
GRIK3	0	0
JDP2	41976633.4050904	0
FAM217B	0	0
METTL14	425147.023807595	0
HOXD1	10524065.0051277	0
SPAG4	0	7694399.42003465
GATB	0	0
MXRA7	23185077.8227338	6923787.96521846
SHTN1	0	0
ARG2	1213302.66417581	796862.330816242
MRPL50	0	3648790.9354026
0	0	8394125.32700229
SOX6	16135352.2893918	0
NKX6-1	4913373.0610158	9084913.33615256
TSR2	0	0
TRA2A	812737.168333028	0
CHIC2	5814258.76200307	0
PEX39	12627646.5198342	0
TNNT1	0	12613762.9347655
ZNF503	137830422.356978	1030460.70184225
STS	0	111634985.114014
SRSF8	119508185.054328	0
OAZ2	7589325.76795479	1571484.12973567
UBASH3B	1018704501.94589	0
CDON	0	0
GPR20	8339791.61663824	0
PITX2	0	8040209.33416981
TTC23	0	0
PPM1A	8064429.03143429	78978331.2893069
ANXA9	0	37995899.4039269
MCUB	0	0
MRPS10	0	8445277.16924393
SUSD3	43080764.3402879	3987147.72365841
ZNF83	0	0
CFAP36	0	5889980.84779405
POP5	0	0
COL4A1	35797431.8374342	0
NAPEPLD	0	0
ECI1	914466.982326675	0
EDARADD	39985670.0776829	19270791.9854519
VPS37C	0	1652467.84690672
NOL4L	374148.594372551	12600377.8650969
IL36B	0	0
MFSD4A	15193826.5957393	0
RPAP3	5373829.61130619	5095740.53178746
TRAF1	53347494.8364262	0
RP9	235357679.388003	0
KCNQ2	17078936.0084714	0
MDH1B	0	0
ICAM1	0	21290115.5411758
TBC1D23	0	0
ZSCAN30	1145352.76494113	0
DCUN1D3	3086974.07877461	3613506.12955416
MRPS18A	1008483.10463962	0
NSUN4	0	9333158.36740884
MLLT6	0	0
ZNF623	922217.255144967	0
CTNNBIP1	0	173175759.088322
RABL6	0	15937195.8179252
EPCAM	6967906.81747918	0
ZBTB22	0	5222380.18821327
TLNRD1	0	19853096.5960117
HIGD1A	0	379903787.627562
ANKRD42	0	2135038.56137849
HSD11B1	0	10246906.1276523
PRR5	5597828.53664607	0
CSK	0	1996593.08548359
KRCC1	0	1354635.87158221
SLC35D1	0	9432447.06797148
AGPAT3	0	6263546.69487886
ODAD3	0	7122181.19081533
ZC3H11A	0	4530449.95482559
MON1A	1235592.70118227	0
PLEKHO1	0	0
PDSS1	0	9082223.19967586
PHLDB3	0	5767524.09011189
CTNND2	0	0
THAP6	0	10503821.6925109
TTC7B	0	1020284.04895634
RAB11FIP2	0	45268428.0102492
RAB32	3248219.75745416	3793421.09857382
TNFRSF10B	0	12428124.3650337
SCN8A	0	0
RGS2	9980590.39126013	0
TCEAL7	0	46701008.9544176
REEP1	132659910.161036	0
SUOX	0	0
DLGAP1	56983765.6194564	0
SUCLG2	0	2702157.13952461
CGB1	0	4222999.23283097
HINT3	0	0
XNDC1N	56591490.7283159	4812891.0545363
TPD52	6617170.02032974	0
CYP7B1	0	1345278.57681015
MAP3K21	7987192.71729955	0
DNAL4	0	15319671.7346286
TRIM29	0	0
MAIP1	15501963.8639434	0
TNFRSF1A	0	432836320.776542
PELI1	35477973.6439836	0
GATAD1	0	0
SYT6	6893238.89883078	0
ZNF589	0	0
TOX3	29968334.3115424	10446284.3270022
ERG28	0	0
PWWP2B	5909278.9958959	0
APOOL	656397.314009605	1239681.70494763
HID1	0	0
WDSUB1	0	0
CLEC10A	0	25789705.1845865
ZMYM5	0	10260250.0688451
LMOD1	31147195.5204809	0
SIX1	1023388.42656881	0
SLCO5A1	0	1964876.06718033
LMCD1	2505558.5401689	7008953.15749156
PAPPA2	0	0
LCA5	179227285.183112	673708.721377995
COBL	32240673.1169863	0
SRFBP1	0	8495168.03970847
FREM1	0	0
TOMM22	0	11981049.1544327
SLC66A2	0	0
BRPF3	0	35366741.6767484
SNW1	4825201.50054778	3180387.79139176
PSMC3IP	0	5431200.34214033
GRIN2C	11968163.9392234	0
DNAAF11	17910099.0731957	279542560.133515
PHLDA2	0	0
IGFN1	0	0
PHOSPHO2	41912749.7801723	0
ISM2	0	0
CTSO	8937683.69762609	0
ESRRA	16634999.6316232	0
ITIH5	2037532.20049956	0
RPS6KB2	0	11448709.2580155
AGAP3	0	2412972.78305327
COX19	66339708.0283762	0
SLCO4A1	362065.898134544	8515180.15551543
TTLL1	0	0
JPH1	20900178.9190269	0
BUD13	3157186.73595576	33483327.3649432
ETFDH	2966549.66986756	8845840.12018682
CRELD2	0	0
C8orf88	0	3699532.18903713
ZNF467	0	0
KRBA1	0	0
CARD6	0	5466612.86548037
CDA	0	0
TREX1	4752105.81017908	0
DUOXA1	12920795.111775	0
PPOX	143371830.951578	0
ADARB1	0	2204383.05250184
GTF2A2	0	0
SP7	0	0
GYG1	0	0
TAF10	0	28818817.4471953
ZFAND1	0	0
PARS2	0	0
FMO3	2972370.40268228	11749639.9570421
RNF7	6620097.99614536	0
RERG	15962475.5625511	0
CFAP58	0	4483151.14597609
GTPBP8	0	10108856.7890623
RAB40AL	0	0
LHFPL2	25657349.6268027	0
DHRSX	167711939.119704	0
NXPH4	0	24124985.6050406
SLC25A45	0	380135.660746717
ART3	0	0
C8orf48	30883790.7110864	377149.618954243
MEIS3	12432006.1381418	6055865.50491771
MAP6	1519538.05595094	0
TMEM241	0	0
HSBP1	0	11316585.0829642
RELT	5971435.55448266	14693553.4344194
TIPIN	259687.786925268	30751137.6884665
RASD2	7978284.93272383	0
ZC3H15	36279646.9184856	0
IFI27L2	0	0
ELOF1	0	155329158.931141
ZNF671	290562583.029564	0
CBX5	0	0
TMEM86A	117755598.726236	0
SLC46A1	0	0
NRG2	29439983.0852955	0
IL20RA	6924725.3615757	0
SOWAHD	2173060.52434717	6129888.56113663
ARHGEF10L	29094454.7267728	0
C1orf50	3648590.06291451	9590611.74123718
0	0	0
BOK	1224088.26191417	0
EDN1	0	0
ALAD	0	6001546.15462949
GPX7	0	0
PSD4	0	18903327.969069
SCAMP4	0	6962569.72503885
CORIN	0	538060.268425714
GRIN2B	0	4233231.71313732
MIIP	10450588.3948372	0
NIPAL3	1660056.29017207	0
NOD2	1147921.59543234	0
CNNM2	0	0
CES2	4535580.54742294	15167385.3382663
FAM216A	2640403.70165374	0
ZNF385B	0	0
AXDND1	0	9547912.74242277
PAX3	0	0
ZNF440	0	0
GPR68	2814181.14037512	0
LIPE	1284617.88416076	0
C7orf57	0	57303516.4162816
UBE2R2	0	0
ZCCHC10	0	0
NUDT9	0	40836029.6270796
PCCA	3823131.46648659	0
SGO1	4909721.56260441	0
TYMP	0	2150591.16543522
CUEDC1	0	0
CEP19	0	1387248.2630563
DRC7	0	0
PNKD	3091183.19161556	9277116.34727431
0	5134217.80682487	0
NEIL1	233749594.311773	7566191.44142854
TMEM51	0	48842738.4292393
TMEM17	0	0
GRHL3	0	0
TANK	0	0
POLR1H	0	149750288.547798
SNCAIP	25658466.5314182	0
MNX1	15648674.1772585	877812.099032005
KIAA1328	0	0
SREK1IP1	1769492.62077982	0
TSPAN10	0	8471834.13701101
DLST	0	12510325.8089575
RLIM	2525192.73874121	0
BORCS7	0	0
ARHGAP39	0	3190275.35190167
PTGS1	0	8519067.08173739
C9orf40	0	18975188.4814524
FAS	9561371.61876706	4350269.87126342
GPR183	0	2076984.2648219
PTPN21	381117.137646596	0
IFT22	11745767.8328149	3761835.396184
NINL	0	0
DNER	64834928.4581196	966325.544740029
MMD2	86229825.00997	0
DDX43	0	375435.377204303
BMAL1	6410427.29352624	5753317.60656883
RYBP	11318345.525724	0
POU2F3	0	0
ZNF628	0	9882670.61234425
NBDY	0	0
HLF	16450251.4477044	0
MENT	1934249.99846345	0
GPATCH3	0	284695.465070964
TEFM	0	5639385.68074488
SEMA5A	87444218.8755942	0
IQCH	32653091.292301	0
ITPKA	0	1225885.15984754
AGMO	0	1590120.37371712
CENPP	0	2984543.36841247
TMEM41B	1098722.53216841	2808559.36278709
NUDT4B	277990.564737342	0
COX11	0	951023.8365993
NHS	0	60087460.8085788
ZFAND4	26312807.670058	0
LAIR1	2885617.05103435	7984937.28734501
TRMT9B	15043818.7110062	0
ACKR3	0	0
FAAP24	211876.944989276	0
DNAJC25	0	11681801.5091567
CENPQ	9298864.36116007	0
ARRB2	27650558.7210601	51875608.1157356
PDE2A	26863490.0553168	33820042.7197316
NRDE2	13916627.6006282	2696829.59367487
PTRHD1	0	1871907.26221235
LRFN3	101128056.876236	10473758.3050651
PRKRIP1	136454590.93514	0
CFAP184	0	0
MGME1	0	1178015.67479528
GALNT11	20321097.5606789	11872364.5612205
OXNAD1	957372.585049998	453672.169409854
TRMT10A	0	0
TSHZ1	0	0
WBP1	33541030.7607105	5010517.93401601
PTPDC1	0	0
KCTD2	0	0
GPR137B	568361457.616054	0
ZSCAN5A	48386795.185704	0
ZNF784	0	12173876.6530295
CLHC1	0	9804373.74428403
PYROXD2	0	2239195.03191622
DESI2	0	26290569.7920404
ZNF14	0	0
ATOX1	2435126.70074592	8133368.5814077
ATP7B	0	2135053.2194346
GASK1A	19633942.0056769	14893942.3265909
ENKD1	600345254.832967	0
SERTAD3	0	0
RBBP5	548624146.249097	0
GAREM1	0	278230.130444553
CAPS	0	2088000.81381286
LURAP1L	0	21629197.2472164
0	0	6237936.52887039
PECR	32596517.7515505	0
PAX7	11762549.4837189	0
WNT4	15145730.6476011	929546.310606459
ADAP1	20686805.6315017	6375135.25868452
QNG1	12912524.3775114	1058936.7586731
ERCC8	15432186.750234	0
TP53INP1	12427880.9916835	0
IGFBP7	55417350.8071554	13484064.8415309
PIGB	0	12363030.0795478
MSRA	0	37001169.4949348
SSH3	3160643.28922801	10359617.6740288
CHKB	0	62622915.9263786
NEBL	0	0
ATP23	0	0
PHETA1	0	8815591.3638892
CTSZ	8636756.73767549	0
LRRC23	9778181.90292689	0
ETV6	0	0
ESCO1	0	0
SDF2	0	0
PDZD2	0	96825856.3870412
RGS16	518389822.861522	592331.55750512
ESPNL	0	1724709.69198782
0	5105798.84472446	3383854.84817332
P2RY11	8722325.48847364	0
NR1H3	0	7727780.39752604
TRAF6	447814.894754359	0
EFHC2	12502788.3513772	0
TCEAL4	0	580335.389711058
ZNF780B	0	1828723.68262825
LZTS3	1832379.33877864	0
COL24A1	0	0
CDC14B	3323817.92526841	9654915.12311685
TRMO	39663726.2380901	0
RET	9637348.584465	0
IL4I1	0	0
E2F5	0	0
KCNH7	7507875.44144447	0
ZNF566	0	4632752.26474996
DISP2	0	1303680.21397406
FGG	0	2063475.38800626
URB1-AS1	0	24666222.3157865
FILIP1	4952280.620875	9028545.05463993
ZNF700	8031298.7705437	0
NOS1	0	0
ABCC5	0	0
LEKR1	0	0
ABHD10	8347837.66480629	0
CACNG7	22533605.7135388	0
CCDC69	0	3884533.12480089
TMEM200A	22156264.4742178	0
CLDN3	0	0
ZNF211	0	0
LEPROTL1	0	0
ATP13A5	2753982.44339094	9368735.64651049
0	0	0
MLLT3	0	0
DMPK	0	38500081.5961188
LGSN	0	45853138.0693342
ZNF549	0	9701118.93666283
APOLD1	0	0
TOMM5	0	15423926.5980247
NDUFAF1	0	0
DRAXIN	35136385.3476235	0
RBM24	2041743.54399683	0
SCART1	0	6758717.69672739
MEAF6	14478258.9521401	0
ANKRD49	0	31548244.6368224
0	52846089.3808783	0
CCDC122	1313822.95566417	978664.350021172
SFRP5	4504695.8536226	0
LRRC37B	0	2356080.66305524
CRIM1	0	9300468.78771016
MT-ND2	0	511598357.270432
JHY	0	0
BDH1	0	0
IGFBP1	113371054.301212	118014220.695312
CAPN5	4415029.92447588	6661613.83090297
MAD2L1BP	0	0
PARP11	7349375.74690679	0
AK8	0	0
0	0	0
MAOA	0	3470414.80785378
RHOV	12465065.1116705	0
BIVM	0	986218.507798234
ATXN7L1	0	0
CCDC34	0	0
DLG3	199816.862769472	0
MAPKAP1	0	0
CBY1	0	0
CDH15	0	6911034.9418733
NDUFS3	1549368.63747688	0
GABRG3	21510961.5967423	5497267.78501106
LIN37	0	13050139.3762259
CIBAR1	0	13471718.8500997
ASB7	1284345.56725046	0
MR1	100542169.877954	0
FAM13B	0	5378806.32329582
TRMT61B	14765321.9775629	5208406.24353873
CYB561D1	0	7044375.90527793
ABCG4	620505.837745937	0
TRIM13	0	0
SYNGAP1	0	0
NICOL1	61270472.0219262	0
HYAL3	434219.619628201	1505770.98352519
HIC1	7448403.04745035	0
SLC5A11	0	37084232.9144438
EVX1	3946046.39618053	0
SLC27A5	0	13517895.8622517
HMGN1	4978787.10682512	634052.109951787
DUXA	0	33529034.5049293
NEK11	0	7468610.59839137
SCUBE1	11473911.4088566	13212738.8744289
PDCD7	63318848.3356213	0
SLC17A9	3547504.5666477	2875116.34353654
KLHL29	3852912.18241856	8321478.76850444
MMP11	12230901.5140237	0
SCLY	0	0
ANXA8	0	7071305.03017345
BEGAIN	178679639.783107	0
MRPL48	0	0
TRPM8	0	0
CRABP2	0	2299824.09696463
CHST11	75513032.928712	0
GLOD4	0	0
STYK1	63705159.6310957	0
FGF21	154105163.565354	0
SOX2	17683453.5926804	0
ADAMTS5	245414.829923637	0
AQP3	184549.194729767	0
MT-CO3	0	0
NAXD	355528.827049308	0
SYTL1	20652686.6499479	0
ARHGAP22	0	1705025.80984908
TTC9B	70314180.1406079	0
SGPP2	0	0
FAM199X	12041685.724336	0
RNF149	0	0
PLXNC1	12290739.2347218	0
CCNG1	0	0
ZNF830	0	0
CREG1	0	0
ING1	0	0
CFAP299	0	7342017.59276492
IQCD	0	702202899.903391
DCAKD	0	0
COQ3	6713687.20609162	0
ZNF449	35035099.6791668	0
KIAA0825	0	0
PGAP3	0	1122357.45330827
NHLRC1	2061674.03283965	0
NDUFB8	0	0
MXD3	0	32116276.27101
RSRC1	6665029.85131847	12401359.0723884
ORM1	1595937.48919377	0
IFI27L1	0	0
CDCA3	3999265.34874208	165274888.979232
TGFBR2	0	1040412.31174417
NBPF3	30500146.419309	0
MCF2L2	0	0
0	0	2730063.82052948
MMACHC	0	2419884.24675858
B3GALT4	0	7089661.64478693
CCDC127	103504034.197159	0
ZNF599	6002909.444009	20350306.5044353
RTL8C	12316938.4373826	0
ARPIN	622907.617781848	11053330.0963501
OTX1	0	0
PNMA3	1860199.48878723	0
TST	0	0
GRM4	23095468.0977465	0
HOXD11	0	0
OAF	0	21004857.6483918
MRE11	1670388.6984726	0
EPOR	3729232.05904878	0
CD47	0	0
DISP1	21561031.1302797	31834176.8790204
ITGAL	0	0
SLC24A1	0	0
E2F2	46935632.2383279	0
CBR4	11464173.5505852	0
HLA-DOB	5398225.67974719	32471119.1108139
CNPY1	4425741.95579292	0
MKKS	8172045.12659259	0
ZDHHC8	0	0
PEAK3	10543590.0780578	1818663.30615505
SYNGR3	0	25980125.1332841
ZNF491	0	0
SS18L2	0	10212142.057854
WARS2	334895.883503234	1569471.08855605
ZNF134	211657.362625412	208051.503291604
GRTP1	0	0
PMVK	0	618405.827703762
SFT2D2	746796.813847693	5027671.01673108
JPH2	0	0
NFKBID	0	0
ZNF582	0	0
CD1D	23586216.4694147	0
RGS19	0	0
SEC16B	0	0
ABRACL	0	0
B3GAT3	0	1414582.10561755
CCDC28A	0	0
SRD5A1	0	5827392.97727821
ZDHHC3	0	0
MTFR1L	213769.326602498	0
INPP5J	16055384.8022109	1115233.58015393
SIM2	0	0
NMES1	0	0
APOF	3964941.35701256	0
ANKRD13C-DT	2389297.63971524	0
TET1	1367900.67958205	0
EPB41L4A	8306942.56450427	0
GTPBP6	0	0
MZF1	0	18475961.7983437
HLX	146252009.339861	1909584.00632269
TNFRSF11B	0	0
ARMC7	0	15223393.062602
TSTD1	499170.171171755	0
IQCC	5009954.09562096	5337107.72286825
RRS1	0	192065.157593908
CDKN2AIPNL	5231642.88620793	3939161.90699774
Mgu	1840313.01355103	4667932.38535313
TBX5	11882092.1899804	0
C2orf72	0	0
TMEM37	0	7335942.01756312
IWS1	2057267.22650586	106557712.944897
XAF1	0	0
DDX23	0	0
ABI3BP	0	0
SLC7A14	0	6441284.81242136
NECAP2	0	16090003.2512533
C16orf95	1146076.80107435	0
NHLRC4	0	3577641.67686767
EMC6	0	8612949.28711225
ORAI1	1290703.29107228	80229192.2281277
RIDA	0	518787932.530801
ACBD7	0	0
ANKRD10	6366377.115904	0
SRP14	0	383688262.882849
LEAP2	3692224.90830486	6720517.72641841
GALNT4	1098665.12669697	0
SFR1	0	0
PZP	88121247.3318395	0
LIN28B	0	0
RPS6KL1	9594883.41166761	0
TMEM218	2682656.35964142	5807051.52354944
SLC11A1	9700522.93605126	22652635.8768714
ALKBH7	0	0
HGSNAT	0	8149753.80010345
SERINC5	43308046.032107	71702824.5516055
ACP5	14560689.0521092	0
LRRC38	9116693.2409276	0
PNPLA3	5499898.26320909	0
SYNGR1	0	0
JAZF1	0	0
MID2	0	0
AGBL4	0	0
PEX11A	0	5407638.73983793
MRPS23	3321125.33313054	0
PABIR1	0	0
TMEM59L	36829156.0471093	0
POLR2M	0	3915254.69919119
PRPF38A	0	0
CRCP	35850475.7179264	6538256.40843993
ADAMTSL4	2885434.64424821	0
VPS37B	0	0
GPD1L	8597563.16746793	0
ABCD4	18825255.7413289	0
ZDHHC12	0	0
ZNF398	0	0
ISG20L2	42019356.5853921	0
PADI2	2106050.84886238	0
PLEKHB1	0	6043498.74961856
DUSP13B	0	0
AK6	0	290636.808946535
FBLN5	11227124.2455827	0
TRIM17	1527822.40164487	0
CD59	0	3532234943.47144
MMP7	0	0
DISC1	164547705.097558	0
PIGC	0	0
SERPINA6	0	0
RNF152	0	2467262.62596957
MOCS2	11448783.1717901	0
PPM1N	7747870.41287376	0
MB	0	0
CEP43	0	22074938.0513835
TMEM101	0	12137041.9796242
ENOPH1	0	3290718.82092541
ATP5F1C	0	0
EMC10	0	0
VWA5B2	0	7332181.13323922
0	0	0
AP4M1	40142591.9777625	0
ALDH1A1	1024323.11690597	0
ZNF577	0	0
PLEKHF1	0	7587464.11688682
0	110448338.962919	0
ZNF490	47918340.3471396	0
CACNB2	0	1191151.89525331
MAN1C1	0	0
ZFHX2	129128.03050119	0
RGS20	33687857.0131088	2502707.18030808
C8G	0	42193097.8556702
ALDH1A3	4906510.45563973	1238585.27377223
0	183540578.665764	0
ECM1	1843246.08464334	0
LRP5	0	0
SMDT1	0	0
CASP6	0	17580860.7062452
SDF2L1	75165969.0379395	0
DFFB	0	51323006.4394881
IGSF11	3533872.90894012	30944893.9166934
LAYN	16434226.0496821	0
ADPRHL1	0	0
RNF126	3744735.83814231	0
PCLAF	42451330.0009847	0
JAM3	0	2471146411.47918
MACROD2	0	0
CA4	28491576.6676054	0
SPPL2A	1704353.42592638	25391986.9284356
CACNB3	785557.255895656	0
ZNF37A	0	7057405.60621006
PRKCH	8832210.69704944	0
DNAI4	0	0
PIWIL4	0	729873.183681565
XDH	0	0
CTNS	0	8193407.121416
TH	0	0
TMEM60	791814.099650044	16566168.8766358
AK7	0	2889083.2646648
ANKS6	0	1238884.01647515
EFNB1	482986.177729659	0
RPUSD4	0	12729312.4652592
GPR143	0	0
ST3GAL3	0	18934634.6210134
RELN	36856970.3402947	0
FAM3A	0	0
ELL3	0	5369619.00434632
MTHFD2L	4954280.08165649	0
FOXL2	0	0
TMEM222	48438442.6412084	170903602.766865
ATMIN	0	1846649.46688355
AZIN2	0	4636289.70746251
SCD5	36133529.469664	0
MATCAP1	0	0
PIP4P2	0	9338563.42301692
0	0	0
QTRT1	0	2469400.31497219
0	0	0
PEX11B	0	0
GPX1	3614800.52394871	14311569408.107
HHEX	9947420.81843069	2435759.62111261
CFAP54	392684.622812194	0
DNAJB2	0	0
ZNF75A	7240712.34353315	0
EMP3	0	0
CENPM	0	0
HDAC10	0	38101092.2850463
YDJC	0	518848564.041886
ASDURF	0	0
STAC3	0	10565897.6849924
NPY1R	183452116.186813	0
POLR2M	0	0
BAALC	12348473.831486	0
NUCKS1	1936129.11580754	4231434.02916985
KLK1	0	29308043.5302908
TTYH2	1976916.54191081	0
IRAK4	3024176.31031221	0
C1QTNF6	0	3102585.79871895
PXDC1	0	0
0	371974613.260746	1738208.92175318
SUGP1	0	0
CEP15	0	4172113.75406712
C2orf69	0	0
C6orf141	0	0
ATCAY	4269903.21357334	0
STEAP1	0	0
EIF3J	122984482.66859	0
SLC22A23	0	7357790.33392381
BTN1A1	0	0
RANGRF	6623133.53047579	0
LTO1	0	8602157.22356124
ALDH6A1	0	39359897.728005
NEK8	0	1282800.42954731
LIPG	428686591.964093	234801.659068429
SDC2	160590559.803341	0
DHRS12	0	0
POLR3G	0	4137246.89729808
MEFV	0	2060620.50347018
ADAT2	0	0
PLEKHJ1	0	0
BOC	0	0
CBARP	940408.794228689	0
MOB2	2187312.46018986	6462333.61287075
EXD3	0	23796765.7953555
PIH1D1	1342032.24461627	0
ARHGEF25	7748191.1501691	0
KHDC1	44577417.1337407	0
FAM149A	36889345.7601802	0
DHRS13	99351323.3518387	0
LGALSL	848167.593687611	2457675.72498177
LSM3	0	68171280.2728682
ACSF3	0	14606839.6200268
STOM	57276476.1079282	80077816.1201232
BGN	66178.7832432176	0
MALSU1	0	536865.323749315
LYRM4	0	7273810.06998757
S100A16	0	0
KLF15	34936230.580453	9306190.48639366
MEGF6	0	0
MIS12	0	0
C1QL1	0	0
CLXN	0	0
PRTN3	0	3542406.75739547
CNK3/IPCEF1	0	525920.401616926
DOLPP1	17131734.837198	0
OXSM	0	0
SLC35F6	0	6155934.61731169
AVIL	38408644.8354768	818066.799877472
MTARC1	8550462.84821023	0
C5AR1	6337990.08107663	0
DCTPP1	480383049.339084	0
VWDE	0	0
SORCS2	85522912.3537998	1752525.68991311
ST7L	0	0
HRH1	32088431.8277706	0
MESP1	687123.178539981	0
CA11	0	991746.618781549
PRXL2A	110423989.715484	0
ZNF594	1755342.91662528	10638080.9548625
TNK1	4769174.81634802	0
IL6	0	0
RAB26	1024297.46417326	2297084.58764947
IL13RA2	0	0
NIM1K	2104152.49914773	549175.76690292
SNX11	0	1569780.78209254
RSPRY1	109952278.390592	0
C8orf33	0	5740896.49862627
NDUFV2	2798963.07342766	0
TXNDC17	0	2049487.84569271
ZNF559	3987762.69617986	0
NR4A3	0	0
RETREG1	8122368.29432573	0
NRXN3	0	0
ZNF891	0	0
CLC	0	453955.465434322
CDC42SE2	0	0
STX8	0	0
TMEM117	125429074.064032	0
WSB1	0	6469632.74495243
0	45265914.5765711	9389245.85512714
GPATCH2L	0	1163869.98340692
FGF5	0	0
HMBOX1	0	19677521.8694782
SRRD	0	0
TMEM208	0	0
ADCY1	2768103.89110341	0
MEIS3P1	5268131.8023564	0
CSGALNACT1	0	3401630.68515649
KCNAB3	0	0
SEZ6	25185659.6874999	3675431.8452066
RIPOR3	9106413.77024463	2758572.75875553
LRRC75B	66473088.3895667	0
BAHCC1	0	0
0	0	0
EEF1AKMT3	0	0
URI1	0	0
DERPC	9817216.6520869	0
CTCFL	0	11501367.4883939
IMPA1	0	0
ZNF711	0	0
DNPH1	2890820.50024242	5678539.55513996
NDRG4	911540.279749565	8983126.41687749
C11orf24	0	98573319.8208775
NEMP2	0	0
CTIF	12528345.5198413	0
GADD45G	0	0
PIK3IP1	0	4402519.46602133
ZFP64	504518.386371156	0
TXNL4B	0	0
ZNF385C	0	3041110.88442252
TMC5	0	0
TANGO2	155177593.135124	0
ARL17A; ARL17B	2908004.37934198	0
ANKRD62	0	26526987.2526209
RNF185	0	0
WNT11	24508729.3699639	17528288.8714485
FRAT1	0	0
ARLN	241505515.280505	7955610.04719241
NTN1	2049995.92607846	0
ATP5MF	0	0
P2RX6	0	0
CD81	0	0
C1QL4	27737542.0595755	0
NCF4	2158552.47129803	5839178.99793849
ASPSCR1	0	0
GVQW3	41440557.2859689	0
POLR3H	0	6397881.2186728
BBLN	7727085.48807092	8876211.85372611
IGFBP6	10922623.9785429	0
TM2D2	0	0
ZSCAN25	0	0
ZDHHC2	8740400.03755048	0
TMEM126A	21533022.5487266	0
GFI1	5389056.10279622	0
DPM3	0	0
B3GNT9	0	0
IHO1	0	8047445.27254563
CYB561	0	603103.622859692
RPS19BP1	0	12031018.5287913
SHISA7	2235384.1973215	0
NOXA1	1550144.18995577	0
THYN1	0	12604857.4725084
PBDC1	0	0
LPCAT2	757851.052466762	0
0	303387174.691631	0
CT45A6	0	17270232.3562443
RNF138	0	0
TINF2	0	0
DECR1	0	0
MROH8	32341363.3788153	0
ING2	0	0
MDM4	0	10614919.4294176
MARCKS	0	0
RAPGEF4	12315861.0350862	0
TATDN2	8831428.96918075	0
C11orf54	11500733.8052763	0
FDXACB1	0	0
LPAR2	31946939.5131133	0
ESRG	9375212.62671497	4347432.37534518
AFG1L	974411.284083929	0
CSMD3	5107449.55924184	0
PEX16	0	0
APCDD1	32365964.1146914	0
CTAGE1	71070945.5256305	0
SFMBT2	0	0
GLRX2	0	0
GLB1L3	0	0
MSI2	0	0
MOCS1	0	0
TUG1	19538255.6076817	0
COX20	0	9775743.97654823
LIN52	7305064.9699587	4484901.63260177
LRFN4	0	0
CLN8	0	0
ARL5A	0	3470943.74633543
FNTB	0	17226936.6210202
DENND6B	1440790.36400329	0
NOG	0	0
GLI4	0	0
CTSW	0	0
CACNB4	0	50086205.9516668
SLC6A17	20925078.7705472	0
KPNA7	0	4233995.50329851
OAS2	0	1872144.31133044
EBPL	0	0
CD83	0	0
MAPK11	21222355.4527818	0
LRRN1	0	3181983.90557421
NRN1	11183632.2097113	0
SPNS3	906714.192390855	38635539.1229997
SMIM14	278932129.223448	0
AUNIP	6088322.19533872	4658806.1530333
LGALS9	0	0
SLC25A53	0	2634396.26207432
0	20962213.2603007	0
NR5A1	33491178.1769662	0
0	0	14588795.4341879
ENDOV	0	18047370.0189101
NKX1-2	4398689.46632127	0
RPIA	3197919.60400774	0
CTHRC1	0	6370617.77487606
ZNF114	5359138.01636857	0
FAM110B	55195881.9840734	11017587.9039859
ARFRP1	0	46178380.5430253
MRPS11	23125417.7536944	0
SLC66A3	0	0
RNF220	0	0
CECR2	0	0
ANXA3	0	0
FPR1	0	0
MOSPD3	0	0
ZNF580	0	0
TMEM74	21249468.0397253	780471.145990988
TRIM55	0	0
AHSA2P	0	4634092.46814461
PLEKHH1	0	38195677.1396352
CYP1A1	0	2438828.11994832
0	1013961.52397095	0
TMEM156	0	0
SLC50A1	0	68704780.2311851
DSC1	6436289.25977943	11920825.2503094
ARMC2	0	25360717.4096791
SELENOK	0	0
